,State,Year,Quarter,District,count,amount
500,assam,2018,1,golaghat district,22089,19058581.948010616
501,assam,2018,1,udalguri district,18168,14465756.75866175
502,assam,2018,1,majuli district,2598,1326721.023225203
503,assam,2018,1,sonitpur district,51976,73005566.24909952
504,assam,2018,1,hojai district,16917,15849610.99109809
505,assam,2018,1,marigaon district,79832,105067294.49868405
506,assam,2018,1,chirang district,8445,11665546.586547565
507,assam,2018,1,cachar district,56481,57250290.53047233
508,assam,2018,1,nalbari district,16878,12393870.992541898
509,assam,2018,1,west karbi anglong district,1445,570966.7219731117
510,assam,2018,1,dhemaji district,16037,17004986.97044885
511,assam,2018,1,karimganj district,17261,17842353.51962607
512,assam,2018,1,bongaigaon district,18899,21510944.891263362
513,assam,2018,1,dima hasao district,4233,4781136.056644153
514,assam,2018,1,baksa district,20964,22457849.86668141
515,assam,2018,1,charaideo district,13094,10873516.975702649
516,assam,2018,1,darrang district,28031,21593879.067580055
517,assam,2018,1,kamrup metropolitan district,194617,284766218.98487484
518,assam,2018,1,hailakandi district,15865,11065155.715426873
519,assam,2018,1,barpeta district,67801,56352302.37753609
520,assam,2018,1,goalpara district,27132,25331840.51625772
521,assam,2018,1,biswanath district,16453,12983623.197160937
522,assam,2018,1,jorhat district,33322,41164542.05596451
523,assam,2018,4,tinsukia district,127171,253718923.0695014
524,assam,2018,4,lakhimpur district,76772,104689433.9410339
525,assam,2018,4,kamrup district,162592,236088241.49952984
526,assam,2018,4,kokrajhar district,54606,123041318.32460138
527,assam,2018,4,karbi anglong district,53526,99019113.05197324
528,assam,2018,4,sivasagar district,64113,99142069.27717136
529,assam,2018,4,dibrugarh district,144931,264346941.4922037
530,assam,2018,4,south salmara mancachar district,26334,41170236.09800846
531,assam,2018,4,nagaon district,435103,317973029.4737475
532,assam,2018,4,dhubri district,120810,181651044.89215764
533,assam,2018,4,golaghat district,79500,126712548.58575013
534,assam,2018,4,udalguri district,51801,90836151.48172343
535,assam,2018,4,majuli district,16498,13348264.371029017
536,assam,2018,4,sonitpur district,165399,358549931.5785284
537,assam,2018,4,hojai district,53523,85392301.38430479
538,assam,2018,4,marigaon district,193075,207853575.09985885
539,assam,2018,4,chirang district,26846,51647368.60810732
540,assam,2018,4,cachar district,187360,272342253.1327299
541,assam,2018,4,nalbari district,61931,83491586.46719557
542,assam,2018,4,west karbi anglong district,8729,9985888.620912362
543,assam,2018,4,dhemaji district,62268,109905674.61382627
544,assam,2018,4,karimganj district,62738,106200165.50793815
545,assam,2018,4,bongaigaon district,84239,130369027.68827806
546,assam,2018,4,dima hasao district,19051,41435937.87571849
547,assam,2018,4,baksa district,66602,114583565.16335085
548,assam,2018,4,charaideo district,41777,63979700.09467216
549,assam,2018,4,darrang district,67909,109435369.93100193
550,assam,2018,4,kamrup metropolitan district,686010,1345451492.4344451
551,assam,2018,4,hailakandi district,43026,66947503.90498407
552,assam,2018,4,barpeta district,225449,354675455.9326413
553,assam,2018,4,goalpara district,101776,171764620.40410748
554,assam,2018,4,biswanath district,52514,77750045.91803803
555,assam,2018,4,jorhat district,110193,174524079.09399235
556,assam,2021,3,tinsukia district,726497,1620117007.2069793
557,assam,2021,3,lakhimpur district,433255,930738036.1633754
558,assam,2021,3,kamrup district,957373,2112276358.4188256
559,assam,2021,3,kokrajhar district,366661,966061545.1374367
560,assam,2021,3,karbi anglong district,338533,828250761.6786599
561,assam,2021,3,sivasagar district,350815,733449637.2748528
562,assam,2021,3,dibrugarh district,1116075,2517711536.27678
563,assam,2021,3,south salmara mancachar district,245208,682772092.1272931
564,assam,2021,3,nagaon district,1156024,2903215135.7842274
565,assam,2021,3,dhubri district,668723,1682447560.536893
566,assam,2021,3,golaghat district,446587,965096814.5378057
567,assam,2021,3,udalguri district,291168,657660643.9182184
568,assam,2021,3,majuli district,51208,102034225.95327796
569,assam,2021,3,sonitpur district,1030160,2385666128.443201
570,assam,2021,3,hojai district,368350,874185464.7310762
571,assam,2021,3,marigaon district,554657,1470486045.6813893
572,assam,2021,3,chirang district,220676,528538770.5729964
573,assam,2021,3,cachar district,998685,2285248942.8809485
574,assam,2021,3,nalbari district,318284,722110352.781739
575,assam,2021,3,west karbi anglong district,57137,112522665.53612569
576,assam,2021,3,dhemaji district,359737,848544237.4544444
577,assam,2021,3,karimganj district,524239,1393649226.0294735
578,assam,2021,3,bongaigaon district,548175,1331228200.2758412
579,assam,2021,3,dima hasao district,149975,353350846.5920651
580,assam,2021,3,baksa district,418859,1074324607.6751742
581,assam,2021,3,charaideo district,201059,479392451.000507
582,assam,2021,3,darrang district,498938,1241235475.745712
583,assam,2021,3,kamrup metropolitan district,16840668,36123082534.66112
584,assam,2021,3,hailakandi district,360281,801449299.0694864
585,assam,2021,3,barpeta district,1436928,3522432994.68204
586,assam,2021,3,goalpara district,650085,1747257315.9936597
587,assam,2021,3,biswanath district,288131,620203649.3743759
588,assam,2021,3,jorhat district,531290,1083758709.1114147
589,assam,2021,2,tinsukia district,606143,1318534292.5264628
590,assam,2021,2,lakhimpur district,361975,751021666.6941358
591,assam,2021,2,kamrup district,737877,1686926641.0395198
592,assam,2021,2,kokrajhar district,291109,760467202.4006457
593,assam,2021,2,karbi anglong district,275847,664132421.6116567
594,assam,2021,2,sivasagar district,303100,635897961.4545786
595,assam,2021,2,dibrugarh district,870918,1976153977.7728927
596,assam,2021,2,south salmara mancachar district,213176,702484951.4538276
597,assam,2021,2,nagaon district,928187,2446953429.3994994
598,assam,2021,2,dhubri district,528440,1316708576.7981756
599,assam,2021,2,golaghat district,382567,828266419.210104
600,assam,2021,2,udalguri district,229956,535712130.36414516
601,assam,2021,2,majuli district,44407,85365999.51292944
602,assam,2021,2,sonitpur district,848080,1929013770.5926275
603,assam,2021,2,hojai district,285880,717552682.8425927
604,assam,2021,2,marigaon district,452067,1213004303.8796182
605,assam,2021,2,chirang district,173228,416705187.85423946
606,assam,2021,2,cachar district,743120,1680050955.980187
607,assam,2021,2,nalbari district,265787,614926960.4062058
608,assam,2021,2,west karbi anglong district,51169,93322156.33253612
609,assam,2021,2,dhemaji district,299375,707439590.8525485
610,assam,2021,2,karimganj district,376322,1008636324.5592346
611,assam,2021,2,bongaigaon district,445957,1107075859.5018854
612,assam,2021,2,dima hasao district,127333,291445306.00893736
613,assam,2021,2,baksa district,333425,874733682.7849679
614,assam,2021,2,charaideo district,169721,406368639.266593
615,assam,2021,2,darrang district,373027,991719331.0625447
616,assam,2021,2,kamrup metropolitan district,12113618,26948905679.328754
617,assam,2021,2,hailakandi district,258553,622102715.3474636
618,assam,2021,2,barpeta district,1094358,2927546915.4449625
619,assam,2021,2,goalpara district,544911,1475602701.2507868
620,assam,2021,2,biswanath district,255222,546335899.8896878
621,assam,2021,2,jorhat district,448050,911359043.2389444
622,assam,2021,1,tinsukia district,480161,1160430411.7091098
623,assam,2021,1,lakhimpur district,278213,669614741.670135
624,assam,2021,1,kamrup district,557802,1450662971.6951797
625,assam,2021,1,kokrajhar district,228889,627990382.7904459
626,assam,2021,1,karbi anglong district,217934,608528765.1323997
627,assam,2021,1,sivasagar district,242611,602350918.9850893
628,assam,2021,1,dibrugarh district,680608,1710571109.9822497
629,assam,2021,1,south salmara mancachar district,134708,477352228.40615606
630,assam,2021,1,nagaon district,675634,2019926209.3789358
631,assam,2021,1,dhubri district,362613,1035861131.4318309
632,assam,2021,1,golaghat district,311238,749087184.8333428
633,assam,2021,1,udalguri district,173233,451305008.43282115
634,assam,2021,1,majuli district,34915,74357604.61004795
635,assam,2021,1,sonitpur district,669242,1689369790.428941
636,assam,2021,1,hojai district,220269,591418708.8113766
637,assam,2021,1,marigaon district,298011,918760114.9692955
638,assam,2021,1,chirang district,127192,321319197.07738817
639,assam,2021,1,cachar district,614703,1577581912.6812966
640,assam,2021,1,nalbari district,197323,506378435.7122495
641,assam,2021,1,west karbi anglong district,41137,84887268.51304872
642,assam,2021,1,dhemaji district,231336,615209792.8336076
643,assam,2021,1,karimganj district,304173,916185934.3111196
644,assam,2021,1,bongaigaon district,321020,874996649.1810182
645,assam,2021,1,dima hasao district,104846,283821933.22303617
646,assam,2021,1,baksa district,260583,764921383.8988845
647,assam,2021,1,charaideo district,138143,380869059.4350337
648,assam,2021,1,darrang district,259665,757825643.4042199
649,assam,2021,1,kamrup metropolitan district,9400818,24003716533.697937
650,assam,2021,1,hailakandi district,189886,515905421.9034898
651,assam,2021,1,barpeta district,768249,2378951523.3799787
652,assam,2021,1,goalpara district,400249,1203600745.3463283
653,assam,2021,1,biswanath district,197774,446301042.8269607
654,assam,2021,1,jorhat district,388882,856404785.4295708
655,assam,2021,4,tinsukia district,924326,2099664801.0310597
656,assam,2021,4,lakhimpur district,560279,1263722648.4815915
657,assam,2021,4,kamrup district,1326629,2906827875.9780307
658,assam,2021,4,kokrajhar district,529425,1392051533.964034
659,assam,2021,4,karbi anglong district,448701,1157896438.235495
660,assam,2021,4,sivasagar district,452511,991840782.996415
661,assam,2021,4,dibrugarh district,1489321,3247229901.080471
662,assam,2021,4,south salmara mancachar district,314595,919174483.7722924
663,assam,2021,4,nagaon district,1599255,4181552742.898879
664,assam,2021,4,dhubri district,947815,2452971274.5289254
665,assam,2021,4,golaghat district,597064,1337575801.9516916
666,assam,2021,4,udalguri district,406086,917680978.0577191
667,assam,2021,4,majuli district,65312,129028300.4276244
668,assam,2021,4,sonitpur district,1437714,3119948215.7692075
669,assam,2021,4,hojai district,527676,1247022294.0951037
670,assam,2021,4,marigaon district,846244,2372441369.988904
671,assam,2021,4,chirang district,298090,751602013.9126096
672,assam,2021,4,cachar district,1424029,3288405319.0304804
673,assam,2021,4,nalbari district,437199,1015183560.9984299
674,assam,2021,4,west karbi anglong district,72436,155335117.4559282
675,assam,2021,4,dhemaji district,450526,1098025411.0441427
676,assam,2021,4,karimganj district,719693,2011084236.7440817
677,assam,2021,4,bongaigaon district,760610,1900609318.3116775
678,assam,2021,4,dima hasao district,188499,461001023.11421907
679,assam,2021,4,baksa district,575080,1530357403.5627034
680,assam,2021,4,charaideo district,255415,657528333.4175942
681,assam,2021,4,darrang district,772608,2012722511.547618
682,assam,2021,4,kamrup metropolitan district,22903930,48177919267.3695
683,assam,2021,4,hailakandi district,494043,1131182051.5056129
684,assam,2021,4,barpeta district,2145496,5341626359.64399
685,assam,2021,4,goalpara district,920783,2590433257.901761
686,assam,2021,4,biswanath district,368466,837297984.1361362
687,assam,2021,4,jorhat district,760505,1488025280.2612674
688,assam,2022,3,tinsukia district,1596815,3042250714.0585003
689,assam,2022,3,lakhimpur district,1107100,2067093940.620087
690,assam,2022,3,kamrup district,2430234,4614592326.476387
691,assam,2022,3,kokrajhar district,1067899,2284375602.7792797
692,assam,2022,3,karbi anglong district,859889,1828335931.7694077
693,assam,2022,3,sivasagar district,747403,1314001865.700468
694,assam,2022,3,dibrugarh district,2307181,3933628296.025187
695,assam,2022,3,south salmara mancachar district,605276,1484669445.1835508
696,assam,2022,3,nagaon district,2968058,6558107158.010572
697,assam,2022,3,dhubri district,2223747,4556385241.834756
698,assam,2022,3,golaghat district,1053657,2034519777.2871876
699,assam,2022,3,udalguri district,863753,1579156771.500186
700,assam,2022,3,majuli district,134355,225690807.14413714
701,assam,2022,3,sonitpur district,3096898,5410346627.41358
702,assam,2022,3,hojai district,1043820,2113483858.3325524
703,assam,2022,3,marigaon district,1489205,3238457317.646788
704,assam,2022,3,chirang district,715691,1537298774.9483962
705,assam,2022,3,cachar district,2665315,5192449137.351445
706,assam,2022,3,nalbari district,794013,1648877908.7165303
707,assam,2022,3,west karbi anglong district,109757,205472736.923297
708,assam,2022,3,dhemaji district,772797,1515654182.855371
709,assam,2022,3,karimganj district,1334451,3178134072.4352174
710,assam,2022,3,bongaigaon district,1668882,3479985149.6288843
711,assam,2022,3,dima hasao district,288848,678521294.5272696
712,assam,2022,3,baksa district,994859,2149845145.9618897
713,assam,2022,3,charaideo district,653536,1267458929.2095046
714,assam,2022,3,darrang district,1805090,3233214492.5730667
715,assam,2022,3,kamrup metropolitan district,39606017,69410860235.2296
716,assam,2022,3,hailakandi district,1560929,2991549159.6529717
717,assam,2022,3,barpeta district,4561028,9149960686.489628
718,assam,2022,3,goalpara district,2054687,4590076568.303604
719,assam,2022,3,biswanath district,668091,1279949511.7036183
720,assam,2022,3,jorhat district,2264530,3694675386.605816
721,assam,2022,2,tinsukia district,1393042,2864342184.623848
722,assam,2022,2,lakhimpur district,949594,1949181060.629253
723,assam,2022,2,kamrup district,2122755,4247651138.552457
724,assam,2022,2,kokrajhar district,941658,2134593237.4052541
725,assam,2022,2,karbi anglong district,663418,1596022243.6550176
726,assam,2022,2,sivasagar district,694978,1292419445.2581577
727,assam,2022,2,dibrugarh district,2372318,4426557091.530311
728,assam,2022,2,south salmara mancachar district,532090,1518417902.4851627
729,assam,2022,2,nagaon district,2624899,6401629329.647786
730,assam,2022,2,dhubri district,1748061,4095843491.511972
731,assam,2022,2,golaghat district,928135,1870905474.837348
732,assam,2022,2,udalguri district,731430,1374405319.608431
