,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
434,arunachal-pradesh,2020,1,Others,2261,2943873.0666838237
435,arunachal-pradesh,2020,4,Peer-to-peer payments,522019,3254744938.4105625
436,arunachal-pradesh,2020,4,Recharge & bill payments,513895,152389181.21743062
437,arunachal-pradesh,2020,4,Merchant payments,167387,156682926.02384603
438,arunachal-pradesh,2020,4,Financial Services,1749,2391651.8783250954
439,arunachal-pradesh,2020,4,Others,4079,4055324.315454754
440,arunachal-pradesh,2018,3,Recharge & bill payments,74122,15997565.906016497
441,arunachal-pradesh,2018,3,Peer-to-peer payments,49740,308106303.45342577
442,arunachal-pradesh,2018,3,Merchant payments,4738,5505694.567913429
443,arunachal-pradesh,2018,3,Financial Services,507,72133.845254878
444,arunachal-pradesh,2018,3,Others,2039,2044708.9687807972
445,arunachal-pradesh,2018,2,Recharge & bill payments,50700,10468878.537107183
446,arunachal-pradesh,2018,2,Peer-to-peer payments,26477,181576281.19464755
447,arunachal-pradesh,2018,2,Merchant payments,2378,4718953.439561011
448,arunachal-pradesh,2018,2,Financial Services,559,363761.80159549194
449,arunachal-pradesh,2018,2,Others,2043,1842317.3691352482
450,arunachal-pradesh,2018,1,Recharge & bill payments,28729,5184132.514934338
451,arunachal-pradesh,2018,1,Peer-to-peer payments,13320,82889682.72418305
452,arunachal-pradesh,2018,1,Merchant payments,1042,2420374.1905855755
453,arunachal-pradesh,2018,1,Financial Services,416,58893.76201533088
454,arunachal-pradesh,2018,1,Others,1990,1834252.8176908877
455,arunachal-pradesh,2018,4,Recharge & bill payments,97751,20662691.882313278
456,arunachal-pradesh,2018,4,Peer-to-peer payments,68169,468831493.2328036
457,arunachal-pradesh,2018,4,Merchant payments,7726,11998974.1040326
458,arunachal-pradesh,2018,4,Financial Services,561,100597.90379906222
459,arunachal-pradesh,2018,4,Others,2222,2446271.9688117937
460,arunachal-pradesh,2021,3,Peer-to-peer payments,986088,5033603845.032885
461,arunachal-pradesh,2021,3,Recharge & bill payments,600102,187390578.30403775
462,arunachal-pradesh,2021,3,Merchant payments,314658,449869060.7842621
463,arunachal-pradesh,2021,3,Financial Services,1934,3348547.8272713376
464,arunachal-pradesh,2021,3,Others,4185,3912143.3503634185
465,arunachal-pradesh,2021,2,Peer-to-peer payments,762946,4000960152.0755496
466,arunachal-pradesh,2021,2,Recharge & bill payments,556680,165579844.25105897
467,arunachal-pradesh,2021,2,Merchant payments,243375,283709438.5363142
468,arunachal-pradesh,2021,2,Financial Services,1582,2761076.7934988844
469,arunachal-pradesh,2021,2,Others,3755,3415105.3379601175
470,arunachal-pradesh,2021,1,Peer-to-peer payments,566209,3460488558.9436507
471,arunachal-pradesh,2021,1,Recharge & bill payments,450649,142358376.9003836
472,arunachal-pradesh,2021,1,Merchant payments,155966,204958020.0891498
473,arunachal-pradesh,2021,1,Financial Services,1558,2672460.4740365944
474,arunachal-pradesh,2021,1,Others,3074,3301662.6094231335
475,arunachal-pradesh,2021,4,Peer-to-peer payments,1227616,6022733378.120082
476,arunachal-pradesh,2021,4,Recharge & bill payments,633248,207784816.33218512
477,arunachal-pradesh,2021,4,Merchant payments,521447,704195694.9939187
478,arunachal-pradesh,2021,4,Financial Services,2386,3933557.2795471298
479,arunachal-pradesh,2021,4,Others,5901,4862905.885615055
480,arunachal-pradesh,2022,3,Peer-to-peer payments,1967086,7365427284.274204
481,arunachal-pradesh,2022,3,Merchant payments,1316326,1413247143.4889917
482,arunachal-pradesh,2022,3,Recharge & bill payments,649322,238448083.80779752
483,arunachal-pradesh,2022,3,Financial Services,1997,4763324.776043448
484,arunachal-pradesh,2022,3,Others,4687,3224948.7015704075
485,arunachal-pradesh,2022,2,Peer-to-peer payments,1751568,7627061474.687715
486,arunachal-pradesh,2022,2,Merchant payments,1108353,1255513517.3639429
487,arunachal-pradesh,2022,2,Recharge & bill payments,688770,241162643.19480157
488,arunachal-pradesh,2022,2,Financial Services,2466,4063469.0998270046
489,arunachal-pradesh,2022,2,Others,5768,3864269.879579009
490,arunachal-pradesh,2022,1,Peer-to-peer payments,1403584,6670641250.45945
491,arunachal-pradesh,2022,1,Merchant payments,720803,917155358.7177179
492,arunachal-pradesh,2022,1,Recharge & bill payments,670576,231933129.00412333
493,arunachal-pradesh,2022,1,Financial Services,3053,3359625.792926075
494,arunachal-pradesh,2022,1,Others,6052,5002264.113148138
495,arunachal-pradesh,2022,4,Peer-to-peer payments,2251135,7768088687.67791
496,arunachal-pradesh,2022,4,Merchant payments,1704968,1669602212.9174638
497,arunachal-pradesh,2022,4,Recharge & bill payments,669151,239412553.61214688
498,arunachal-pradesh,2022,4,Financial Services,2617,3785469.3993366556
499,arunachal-pradesh,2022,4,Others,4838,4020773.8953960314
500,telangana,2019,3,Peer-to-peer payments,59981113,180342868388.36203
501,telangana,2019,3,Merchant payments,44035953,14308557740.55424
502,telangana,2019,3,Recharge & bill payments,16437222,6793699069.387364
503,telangana,2019,3,Financial Services,183163,39617186.74048498
504,telangana,2019,3,Others,857925,445278745.3818412
505,telangana,2019,2,Peer-to-peer payments,46741594,141095702899.16147
506,telangana,2019,2,Merchant payments,25682382,8442740781.469844
507,telangana,2019,2,Recharge & bill payments,16225017,5603477828.5489645
508,telangana,2019,2,Financial Services,252173,43627344.86329399
509,telangana,2019,2,Others,709213,490894328.3915366
510,telangana,2019,1,Peer-to-peer payments,40488967,87361237975.49301
511,telangana,2019,1,Merchant payments,12341901,4144368545.535969
512,telangana,2019,1,Recharge & bill payments,11525394,3619117615.485172
513,telangana,2019,1,Financial Services,463688,54547989.275453925
514,telangana,2019,1,Others,470752,343989909.8750894
515,telangana,2019,4,Peer-to-peer payments,82587060,249346680995.99316
516,telangana,2019,4,Merchant payments,59347809,21510626607.08445
517,telangana,2019,4,Recharge & bill payments,20797056,9561315124.602655
518,telangana,2019,4,Financial Services,137291,33453857.404595934
519,telangana,2019,4,Others,703042,294688962.659046
520,telangana,2020,3,Peer-to-peer payments,116668399,437459188905.0534
521,telangana,2020,3,Merchant payments,86836471,49743225885.179474
522,telangana,2020,3,Recharge & bill payments,32352860,18378477087.576897
523,telangana,2020,3,Financial Services,195857,223377023.50525153
524,telangana,2020,3,Others,318539,156875854.55487928
525,telangana,2020,2,Peer-to-peer payments,76683293,279478553909.7438
526,telangana,2020,2,Merchant payments,44181999,26712043204.891262
527,telangana,2020,2,Recharge & bill payments,30885875,15106945863.857046
528,telangana,2020,2,Financial Services,116776,134169906.74750492
529,telangana,2020,2,Others,187200,100126467.191328
530,telangana,2020,1,Peer-to-peer payments,95668911,327641798044.80554
531,telangana,2020,1,Merchant payments,76818285,31076431477.91269
532,telangana,2020,1,Recharge & bill payments,26324268,12324266104.564993
533,telangana,2020,1,Financial Services,88184,59500639.38684589
534,telangana,2020,1,Others,509877,241784101.54604858
535,telangana,2020,4,Peer-to-peer payments,160607487,591976601278.5154
536,telangana,2020,4,Merchant payments,143897953,81725950703.21272
537,telangana,2020,4,Recharge & bill payments,38174710,22006183348.80398
538,telangana,2020,4,Financial Services,230134,275357720.01805824
539,telangana,2020,4,Others,733503,366346176.40682477
540,telangana,2018,3,Peer-to-peer payments,11560952,29253505738.828743
541,telangana,2018,3,Recharge & bill payments,5328881,1568136060.627837
542,telangana,2018,3,Merchant payments,1770075,855534175.4794186
543,telangana,2018,3,Financial Services,307312,52554123.97376218
544,telangana,2018,3,Others,365483,300363110.81379545
545,telangana,2018,2,Peer-to-peer payments,4784079,20748520742.57553
546,telangana,2018,2,Recharge & bill payments,4686542,1274130053.834579
547,telangana,2018,2,Merchant payments,701082,551696487.3185428
548,telangana,2018,2,Financial Services,277805,85498213.25384143
549,telangana,2018,2,Others,315162,357356020.669816
550,telangana,2018,1,Recharge & bill payments,4209319,831912767.5937189
551,telangana,2018,1,Peer-to-peer payments,3307245,11748268950.760422
552,telangana,2018,1,Merchant payments,351474,282899066.6137372
553,telangana,2018,1,Financial Services,262876,57011875.36233704
554,telangana,2018,1,Others,391852,388111458.2121352
555,telangana,2018,4,Peer-to-peer payments,15571288,44541667501.74112
556,telangana,2018,4,Recharge & bill payments,7121135,2165870863.16865
557,telangana,2018,4,Merchant payments,5315161,2356841304.9649296
558,telangana,2018,4,Financial Services,392423,64569231.23559249
559,telangana,2018,4,Others,521147,380139546.93821603
560,telangana,2021,3,Merchant payments,286735350,159227310549.39368
561,telangana,2021,3,Peer-to-peer payments,271436926,981754679241.0405
562,telangana,2021,3,Recharge & bill payments,62744121,36434881136.01624
563,telangana,2021,3,Financial Services,235519,329138539.4612142
564,telangana,2021,3,Others,1734852,543116826.3422191
565,telangana,2021,2,Peer-to-peer payments,230861833,872151973637.885
566,telangana,2021,2,Merchant payments,205232899,123207789311.2962
567,telangana,2021,2,Recharge & bill payments,58637866,31877277168.343227
568,telangana,2021,2,Financial Services,278546,300569264.1443888
569,telangana,2021,2,Others,856400,420723415.91505665
570,telangana,2021,1,Merchant payments,185230619,95927278280.53006
571,telangana,2021,1,Peer-to-peer payments,179738195,676276353116.8419
572,telangana,2021,1,Recharge & bill payments,46371555,26447601338.53346
573,telangana,2021,1,Financial Services,262473,320153410.17969453
574,telangana,2021,1,Others,969268,387877900.5044867
575,telangana,2021,4,Merchant payments,376584215,212974766412.01556
576,telangana,2021,4,Peer-to-peer payments,331774591,1204991223519.016
577,telangana,2021,4,Recharge & bill payments,66477036,44760398983.30789
578,telangana,2021,4,Financial Services,298871,392141743.6705663
579,telangana,2021,4,Others,855060,639658842.8998816
580,telangana,2022,3,Merchant payments,880414292,447150646953.73706
581,telangana,2022,3,Peer-to-peer payments,626830752,2170173323588.53
582,telangana,2022,3,Recharge & bill payments,119779835,87937210666.27194
583,telangana,2022,3,Financial Services,340458,442783619.09123904
584,telangana,2022,3,Others,800064,621900924.4423015
585,telangana,2022,2,Merchant payments,565370506,307468406704.909
586,telangana,2022,2,Peer-to-peer payments,422056582,1580014085694.835
587,telangana,2022,2,Recharge & bill payments,75099130,63136761649.3931
588,telangana,2022,2,Financial Services,245023,324857780.5553103
589,telangana,2022,2,Others,611316,470432687.3850265
590,telangana,2022,1,Merchant payments,449186799,243841863780.6793
591,telangana,2022,1,Peer-to-peer payments,368048408,1375289566667.7056
592,telangana,2022,1,Recharge & bill payments,66352138,50470450179.88254
593,telangana,2022,1,Financial Services,284035,394283511.9410973
594,telangana,2022,1,Others,2582005,642005688.7661512
595,telangana,2022,4,Merchant payments,1002521735,491556008133.53546
596,telangana,2022,4,Peer-to-peer payments,694612831,2393380395296.8516
597,telangana,2022,4,Recharge & bill payments,121188131,92136759501.42021
598,telangana,2022,4,Financial Services,401838,498719426.0054372
599,telangana,2022,4,Others,782297,680680558.3343163
600,tamil-nadu,2019,3,Peer-to-peer payments,21277636,70615331408.53966
601,tamil-nadu,2019,3,Merchant payments,10344027,4079315732.661683
602,tamil-nadu,2019,3,Recharge & bill payments,9246678,3964144354.4161515
603,tamil-nadu,2019,3,Financial Services,88261,27213741.831077334
604,tamil-nadu,2019,3,Others,453581,273599406.1898495
605,tamil-nadu,2019,2,Peer-to-peer payments,16952961,57924128549.06981
606,tamil-nadu,2019,2,Recharge & bill payments,8414514,3280033639.8500404
607,tamil-nadu,2019,2,Merchant payments,6296995,2690331792.5060787
608,tamil-nadu,2019,2,Financial Services,70142,18334602.389631532
609,tamil-nadu,2019,2,Others,437125,294847441.9421142
610,tamil-nadu,2019,1,Peer-to-peer payments,18645926,51296299081.44436
611,tamil-nadu,2019,1,Recharge & bill payments,8863289,2695317014.8660007
612,tamil-nadu,2019,1,Merchant payments,4195222,1924461188.9900146
613,tamil-nadu,2019,1,Financial Services,193261,31217137.545322973
614,tamil-nadu,2019,1,Others,377347,256742393.28426796
615,tamil-nadu,2019,4,Peer-to-peer payments,28814008,91858026341.27563
616,tamil-nadu,2019,4,Merchant payments,16153034,6420193204.780616
617,tamil-nadu,2019,4,Recharge & bill payments,11157765,4681454397.562926
618,tamil-nadu,2019,4,Financial Services,60624,24332240.65556671
619,tamil-nadu,2019,4,Others,410980,206859328.2685905
620,tamil-nadu,2020,3,Peer-to-peer payments,31754077,123561080533.04672
621,tamil-nadu,2020,3,Merchant payments,20664887,12554589575.504852
622,tamil-nadu,2020,3,Recharge & bill payments,17521756,7476952307.406668
623,tamil-nadu,2020,3,Financial Services,129671,158512062.54590106
624,tamil-nadu,2020,3,Others,207434,90281020.15995154
625,tamil-nadu,2020,2,Peer-to-peer payments,21700844,82347647064.12332
626,tamil-nadu,2020,2,Recharge & bill payments,18474731,6414781159.484189
627,tamil-nadu,2020,2,Merchant payments,11477546,6909361871.628206
628,tamil-nadu,2020,2,Financial Services,78584,89189349.84916353
629,tamil-nadu,2020,2,Others,138405,65529451.74366937
630,tamil-nadu,2020,1,Peer-to-peer payments,30880360,101907683045.28436
631,tamil-nadu,2020,1,Merchant payments,21541556,8950736938.223478
632,tamil-nadu,2020,1,Recharge & bill payments,14134259,5493239429.7322235
633,tamil-nadu,2020,1,Financial Services,61427,41422107.813630365
634,tamil-nadu,2020,1,Others,335871,176604658.386683
635,tamil-nadu,2020,4,Peer-to-peer payments,47800741,172196381789.491
636,tamil-nadu,2020,4,Merchant payments,41297305,24417758781.65223
637,tamil-nadu,2020,4,Recharge & bill payments,21563946,9462546013.163391
638,tamil-nadu,2020,4,Financial Services,153044,186775413.14290395
639,tamil-nadu,2020,4,Others,364665,209735503.54521424
640,tamil-nadu,2018,3,Peer-to-peer payments,8810836,26792462660.044968
641,tamil-nadu,2018,3,Recharge & bill payments,5148411,1521551955.205038
642,tamil-nadu,2018,3,Merchant payments,1290978,733189649.5729834
643,tamil-nadu,2018,3,Financial Services,191732,37049222.36590697
644,tamil-nadu,2018,3,Others,332121,245838753.995272
645,tamil-nadu,2018,2,Recharge & bill payments,4464677,1189892955.8051775
646,tamil-nadu,2018,2,Peer-to-peer payments,4433762,18067624388.09562
647,tamil-nadu,2018,2,Merchant payments,627918,517130320.4660308
648,tamil-nadu,2018,2,Financial Services,167035,65402385.25640666
649,tamil-nadu,2018,2,Others,298736,285794226.64323723
650,tamil-nadu,2018,1,Recharge & bill payments,3308548,646028338.3951533
651,tamil-nadu,2018,1,Peer-to-peer payments,2670613,10031518934.085688
652,tamil-nadu,2018,1,Merchant payments,326510,272002057.1736871
653,tamil-nadu,2018,1,Financial Services,115363,31876073.74792233
654,tamil-nadu,2018,1,Others,305588,280132294.11422664
655,tamil-nadu,2018,4,Peer-to-peer payments,11538547,39180083690.57276
656,tamil-nadu,2018,4,Recharge & bill payments,7093764,2020329567.8245385
657,tamil-nadu,2018,4,Merchant payments,3145621,1742903221.432857
658,tamil-nadu,2018,4,Financial Services,228398,46571758.68242933
659,tamil-nadu,2018,4,Others,451114,312185737.38152075
660,tamil-nadu,2021,3,Merchant payments,85074941,52932187058.575195
661,tamil-nadu,2021,3,Peer-to-peer payments,83833356,296121079294.8346
662,tamil-nadu,2021,3,Recharge & bill payments,34751691,15613287081.611631
663,tamil-nadu,2021,3,Financial Services,182097,246146707.2790811
664,tamil-nadu,2021,3,Others,515319,294622911.6328684
665,tamil-nadu,2021,2,Peer-to-peer payments,60812902,216379027686.30246
666,tamil-nadu,2021,2,Merchant payments,52048347,33504798112.88382
667,tamil-nadu,2021,2,Recharge & bill payments,32753032,13155346942.255478
668,tamil-nadu,2021,2,Financial Services,192614,225113402.6634022
669,tamil-nadu,2021,2,Others,351547,223054882.44675264
670,tamil-nadu,2021,1,Peer-to-peer payments,57446279,206405230307.9611
671,tamil-nadu,2021,1,Merchant payments,53811885,30722779534.582508
672,tamil-nadu,2021,1,Recharge & bill payments,24826273,11115915388.739548
673,tamil-nadu,2021,1,Financial Services,170620,215319360.4840321
674,tamil-nadu,2021,1,Others,301617,208899281.88347316
675,tamil-nadu,2021,4,Merchant payments,117578360,70539086832.13815
676,tamil-nadu,2021,4,Peer-to-peer payments,104493071,353529424598.23047
677,tamil-nadu,2021,4,Recharge & bill payments,36163870,18979178477.53405
